Age;AnneesPratique;Federe;Nombtr3000;Boussole/GPS;Chaussures;sacados;RadioTel;TrousseSecours;id_proc;pico;Avis;bornes;Sexe
46;20;0;1;0;3;1;1;0;PV;Petrechema;3;[40,50[;H
20;7;0;0;0;3;0;1;0;PV;Petrechema;3;[20,30[;H
13;7;0;0;0;3;0;1;0;PV;Petrechema;5;[10,20[;H
49;20;0;1;0;3;1;1;0;PV;Petrechema;1;[40,50[;F
47;20;0;0;0;3;0;1;0;PV;Petrechema;3;[40,50[;F
16;7;0;1;0;3;0;1;0;PV;Petrechema;4;[10,20[;F
15;7;0;0;0;3;0;1;0;PV;Petrechema;3;[10,20[;F
44;10;1;2;1;3;1;1;0;PV;Petrechema;2;[40,50[;H
32;6;0;5;0;3;1;1;0;PV;Petrechema;5;[30,40[;H
39;25;0;10;1;3;1;1;1;PV;Petrechema;3;[30,40[;H
6;3;0;0;1;3;0;1;1;PV;Petrechema;3;[0,10[;H
33;25;0;2;1;3;1;1;1;PV;Petrechema;5;[30,40[;F
24;15;0;10;0;4;1;0;0;FRA;Petrechema;4;[20,30[;H
24;15;0;0;0;3;1;1;0;PV;Petrechema;2;[20,30[;H
22;15;0;0;0;2;1;1;0;PV;Petrechema;4;[20,30[;F
35;34;0;10;0;3;0;0;0;PV;Petrechema;4;[30,40[;H
35;34;0;0;0;4;0;0;0;PV;Petrechema;2;[30,40[;H
42;20;1;5;1;3;1;0;1;PV;Petrechema;3;[40,50[;H
50;20;1;3;1;3;1;0;1;PV;Petrechema;5;[50,60[;H
60;20;1;3;1;3;1;0;1;PV;Petrechema;3;[60,70[;H
49;35;0;15;0;4;1;1;0;FRA;Petrechema;3;[40,50[;H
38;20;0;0;0;3;1;1;0;FRA;Petrechema;2;[30,40[;F
56;50;0;100;1;3;1;1;0;FRA;Petrechema;3;[50,60[;H
59;50;0;100;1;3;1;1;0;FRA;Petrechema;3;[50,60[;F
27;10;0;8;1;3;1;0;0;FRA;Petrechema;5;[20,30[;H
28;7;0;5;1;3;1;0;0;FRA;Petrechema;1;[20,30[;F
43;30;1;15;0;3;1;1;1;FRA;Petrechema;3;[40,50[;H
46;30;0;20;0;3;1;1;1;FRA;Petrechema;3;[40,50[;H
44;30;0;15;0;3;1;1;1;FRA;Petrechema;1;[40,50[;F
46;30;0;10;0;3;1;1;1;FRA;Petrechema;4;[40,50[;F
42;5;0;1;1;3;1;1;1;PV;Petrechema;1;[40,50[;H
44;5;0;1;1;4;1;1;1;PV;Petrechema;3;[40,50[;F
12;5;0;1;1;4;1;1;1;PV;Petrechema;2;[10,20[;F
13;5;0;1;1;3;1;1;1;PV;Petrechema;2;[10,20[;H
25;1;0;0;0;3;1;1;0;NA;Petrechema;2;[20,30[;H
30;1;0;0;0;3;0;1;0;NA;Petrechema;4;[30,40[;F
20;0;0;0;0;3;0;0;1;PV;Petrechema;5;[20,30[;H
27;20;1;15;0;3;1;0;1;PV;Petrechema;4;[20,30[;H
27;20;1;10;0;4;1;0;1;PV;Petrechema;5;[20,30[;F
41;13;0;5;1;3;1;1;0;CT;Petrechema;3;[40,50[;H
44;30;1;1;1;3;1;1;0;CT;Petrechema;4;[40,50[;H
40;13;0;0;1;3;1;1;0;CT;Petrechema;2;[40,50[;F
28;4;0;0;0;3;1;1;0;PV;Castillo de Acher;1;[20,30[;H
35;4;0;0;0;3;1;1;0;PV;Castillo de Acher;3;[30,40[;F
52;8;1;8;1;3;1;1;0;PV;Castillo de Acher;5;[50,60[;H
44;10;1;2;1;4;1;1;0;PV;Castillo de Acher;1;[40,50[;H
40;10;1;9;1;3;1;1;0;PV;Castillo de Acher;1;[40,50[;H
26;1;0;2;1;3;1;1;0;PV;Castillo de Acher;3;[20,30[;F
42;12;0;0;0;3;1;1;1;IRL;Castillo de Acher;2;[40,50[;H
37;12;0;0;0;3;1;1;1;IRL;Castillo de Acher;4;[30,40[;F
30;12;0;2;0;2,5;1;0;1;PV;Castillo de Acher;4;[30,40[;H
23;12;0;1;0;3;1;0;1;PV;Castillo de Acher;5;[20,30[;F
36;6;0;2;0;3;1;1;0;PV;Castillo de Acher;2;[30,40[;F
36;15;0;2;0;2;1;1;0;PV;Castillo de Acher;5;[30,40[;F
38;10;0;0;0;3;1;1;0;PV;Castillo de Acher;4;[30,40[;F
34;10;0;0;0;3;1;1;0;PV;Castillo de Acher;4;[30,40[;F
41;20;0;10;0;4;1;1;0;AR;Infiernos;1;[40,50[;H
31;10;1;63;1;3;1;0;1;FRA;Infiernos;4;[30,40[;H
30;10;1;89;1;3;1;0;1;FRA;Infiernos;5;[30,40[;H
44;12;1;107;0;3;1;1;1;AR;Bisaurín;5;[40,50[;H
36;20;0;0;0;3;1;1;0;PV;Bisaurín;3;[30,40[;H
38;20;0;1;0;3;1;1;0;PV;Bisaurín;5;[30,40[;H
38;20;0;1;0;4;1;1;0;PV;Bisaurín;4;[30,40[;H
30;20;0;0;0;3;1;1;0;PV;Bisaurín;2;[30,40[;H
40;20;0;0;0;3;0;1;0;PV;Bisaurín;5;[40,50[;H
38;20;0;0;0;4;0;1;0;PV;Bisaurín;1;[30,40[;H
38;20;0;0;0;3;0;1;0;PV;Bisaurín;5;[30,40[;H
34;20;0;1;0;3;0;1;0;PV;Bisaurín;1;[30,40[;H
26;3;0;4;0;3;1;1;0;PV;Bisaurín;2;[20,30[;H
26;3;0;0;0;3;1;1;0;PV;Bisaurín;1;[20,30[;H
36;25;0;15;0;5;1;1;0;AR;Bisaurín;2;[30,40[;H
38;25;0;15;0;4;1;1;0;AR;Bisaurín;5;[30,40[;H
26;10;1;1;0;4;1;0;0;PV;Bisaurín;2;[20,30[;H
33;20;1;15;0;4;1;0;0;PV;Bisaurín;2;[30,40[;F
59;40;0;70;1;3;1;0;0;CT;Bisaurín;1;[50,60[;H
50;30;1;12;0;4;1;1;0;PV;Bisaurín;4;[50,60[;H
28;6;1;2;0;4;1;1;0;PV;Bisaurín;1;[20,30[;H
49;30;1;12;0;3;1;1;0;PV;Bisaurín;5;[40,50[;H
39;5;0;0;0;3;1;0;0;AR;Bisaurín;1;[30,40[;H
33;5;0;1;1;3;1;1;1;AR;Bisaurín;3;[30,40[;F
37;14;0;1;1;3;1;1;1;AR;Bisaurín;4;[30,40[;H
21;0;0;0;1;3;1;1;0;PV;Bisaurín;5;[20,30[;H
19;0;0;0;1;3;1;1;0;PV;Bisaurín;5;[10,20[;H
23;3;0;0;1;4;1;1;0;PV;Bisaurín;2;[20,30[;H
26;2;0;1;0;3;1;1;0;PV;Bisaurín;2;[20,30[;H
29;16;0;1;0;3;1;1;0;PV;Bisaurín;4;[20,30[;F
17;0;0;0;1;3;1;0;1;NLD;Bisaurín;5;[10,20[;F
25;0;0;0;1;4;1;0;1;NLD;Bisaurín;3;[20,30[;F
33;0;0;0;1;4;1;0;1;NLD;Bisaurín;3;[30,40[;F
27;1;0;0;1;2,5;1;0;1;NLD;Bisaurín;2;[20,30[;H
30;0;0;0;1;4;1;0;1;NLD;Bisaurín;5;[30,40[;H
31;0;0;0;1;4;1;0;1;NLD;Bisaurín;2;[30,40[;H
41;0;0;0;1;3;1;0;1;NLD;Bisaurín;2;[40,50[;H
35;10;0;3;1;4;1;1;0;NLD;Bisaurín;1;[30,40[;H
34;3;1;6;0;4;0;1;0;NA;Bisaurín;3;[30,40[;H
38;3;1;6;0;4;0;1;0;NA;Bisaurín;4;[30,40[;H
32;10;1;4;0;2,5;1;0;0;NA;Bisaurín;4;[30,40[;F
49;30;1;4;0;4;1;0;0;NA;Bisaurín;5;[40,50[;H
46;25;0;1;1;3;1;0;1;IRL;Bisaurín;4;[40,50[;H
50;25;0;1;1;3;1;0;1;IRL;Bisaurín;3;[50,60[;F
22;5;0;2;1;3;1;1;0;PV;Bisaurín;4;[20,30[;H
24;2;0;0;1;4;1;1;0;PV;Bisaurín;2;[20,30[;F
51;25;1;2;1;3;1;1;0;CL;Bisaurín;2;[50,60[;H
54;25;1;2;1;4;1;1;0;CL;Bisaurín;2;[50,60[;F
16;4;0;1;1;4;1;0;1;M;Aragüells;2;[10,20[;H
60;0;0;1;1;3;0;0;1;M;Aragüells;2;[60,70[;H
37;25;1;250;0;3;1;1;0;AR;Aragüells;1;[30,40[;H
24;15;1;3;0;4;1;0;0;AR;Aragüells;2;[20,30[;H
24;35;1;100;1;4;1;0;1;FRA;Monte Perdido;3;[20,30[;H
23;5;0;7;1;4;1;0;1;FRA;Monte Perdido;1;[20,30[;H
21;5;1;10;1;4;1;0;1;FRA;Monte Perdido;3;[20,30[;H
24;7;0;10;1;4;1;0;1;FRA;Monte Perdido;5;[20,30[;F
50;30;0;6;1;4;1;0;1;FRA;Monte Perdido;1;[50,60[;H
34;10;0;1;1;4;1;0;1;FRA;Monte Perdido;4;[30,40[;H
49;30;0;6;1;4;1;0;1;FRA;Monte Perdido;4;[40,50[;F
18;8;1;9;1;4;1;1;1;VA;Monte Perdido;4;[10,20[;F
17;11;1;2;1;4;1;1;1;VA;Monte Perdido;5;[10,20[;F
17;6;1;15;1;4;1;1;1;VA;Monte Perdido;3;[10,20[;F
18;12;1;5;1;4;1;1;1;VA;Monte Perdido;5;[10,20[;F
19;6;1;4;1;4;1;1;1;VA;Monte Perdido;2;[10,20[;F
18;18;1;2;1;4;1;1;1;VA;Monte Perdido;2;[10,20[;F
17;9;1;14;1;4;1;1;1;VA;Monte Perdido;2;[10,20[;H
16;6;1;7;1;4;1;1;1;VA;Monte Perdido;2;[10,20[;H
18;14;1;2;1;4;1;1;1;VA;Monte Perdido;5;[10,20[;H
15;9;1;6;1;4;1;1;1;VA;Monte Perdido;4;[10,20[;H
29;15;1;100;1;4;1;1;1;VA;Monte Perdido;5;[20,30[;H
53;31;1;80;1;4;1;1;1;VA;Monte Perdido;3;[50,60[;H
26;12;0;9;1;3;1;1;0;VA;Monte Perdido;5;[20,30[;H
30;2;0;2;1;3;1;1;0;VA;Monte Perdido;5;[30,40[;H
29;4;0;2;1;3;1;1;0;VA;Monte Perdido;1;[20,30[;H
33;12;0;50;1;3;0;1;0;VA;Monte Perdido;5;[30,40[;H
33;4;0;50;1;3;1;1;0;VA;Monte Perdido;3;[30,40[;H
52;10;1;20;1;4;1;1;1;FRA;Monte Perdido;1;[50,60[;H
47;10;1;15;1;4;1;1;1;FRA;Monte Perdido;5;[40,50[;F
30;15;1;20;0;3;0;0;0;NA;Monte Perdido;3;[30,40[;H
28;18;0;55;0;3;1;0;0;CZE;Monte Perdido;2;[20,30[;H
22;8;0;20;0;3;1;0;0;CZE;Monte Perdido;1;[20,30[;F
35;30;1;300;1;4;0;1;0;NA;Monte Perdido;3;[30,40[;H
27;20;1;10;1;4;0;1;0;NA;Monte Perdido;5;[20,30[;H
34;1;0;2;1;4;1;1;1;CT;Monte Perdido;1;[30,40[;H
33;1;0;2;1;4;0;1;1;CT;Monte Perdido;4;[30,40[;H
34;7;0;2;1;3;1;1;1;M;Monte Perdido;3;[30,40[;H
27;8;0;5;1;3;1;1;1;M;Monte Perdido;1;[20,30[;H
37;10;0;40;0;3;1;0;1;FRA;Monte Perdido;2;[30,40[;H
33;3;0;3;0;3;1;0;1;FRA;Monte Perdido;4;[30,40[;F
23;5;0;2;0;3;0;0;1;CT;Monte Perdido;5;[20,30[;H
12;4;0;1;0;3;0;0;1;CT;Monte Perdido;4;[10,20[;H
24;10;0;12;0;3;1;0;1;CT;Monte Perdido;1;[20,30[;F
18;4;0;3;0;4;1;0;1;CT;Monte Perdido;5;[10,20[;F
37;26;0;10;1;3;1;0;0;CT;Monte Perdido;1;[30,40[;H
26;5;0;2;1;3;1;0;0;CT;Monte Perdido;3;[20,30[;F
29;12;0;6;0;4;1;0;0;PV;Monte Perdido;5;[20,30[;H
31;4;1;10;0;3;1;0;0;PV;Monte Perdido;3;[30,40[;F
45;3;1;13;1;3;1;0;1;M;Monte Perdido;1;[40,50[;H
34;3;1;9;1;3;1;0;1;M;Monte Perdido;5;[30,40[;H
22;7;0;2;1;;;0;1;M;Monte Perdido;3;[20,30[;H
39;20;0;3;1;3;1;1;1;VA;Monte Perdido;1;[30,40[;H
36;3;0;1;1;3;1;1;1;VA;Monte Perdido;1;[30,40[;H
35;3;0;2;1;3;1;1;1;VA;Monte Perdido;1;[30,40[;H
35;20;0;5;1;4;1;1;1;VA;Monte Perdido;2;[30,40[;H
44;10;1;5;0;3;1;0;0;M;Monte Perdido;4;[40,50[;H
29;7;1;1;0;4;1;0;0;M;Monte Perdido;4;[20,30[;H
22;5;1;2;0;4;1;1;0;MU;Monte Perdido;4;[20,30[;H
29;10;1;1;0;4;1;1;1;PV;Monte Perdido;5;[20,30[;H
29;3;1;1;0;3;1;1;1;PV;Monte Perdido;1;[20,30[;F
33;7;1;6;1;4;0;0;0;M;Monte Perdido;2;[30,40[;F
29;26;1;100;1;3;1;1;1;AR;Monte Perdido;2;[20,30[;H
73;13;0;1;1;3;1;1;1;AR;Monte Perdido;3;[70,80[;H
52;10;0;2;1;3;1;1;1;AR;Monte Perdido;4;[50,60[;F
25;0;;0;1;;;0;1;NLD;Monte Perdido;2;[20,30[;H
29;16;1;6;1;3;1;0;1;NLD;Monte Perdido;5;[20,30[;F
24;0;;0;1;3;1;0;1;NLD;Monte Perdido;3;[20,30[;F
41;2;0;2;0;3;1;1;0;NLD;Monte Perdido;2;[40,50[;H
40;2;0;2;0;3;1;1;0;NLD;Monte Perdido;3;[40,50[;F
47;40;1;30;1;3;1;1;1;CT;Monte Perdido;5;[40,50[;H
44;6;1;8;1;3;1;1;1;CT;Monte Perdido;2;[40,50[;H
15;6;1;16;1;3;1;1;1;CT;Monte Perdido;4;[10,20[;H
11;6;1;7;1;3;1;1;1;CT;Monte Perdido;2;[10,20[;H
47;20;1;4;1;3;1;1;1;CT;Monte Perdido;5;[40,50[;F
40;6;1;7;1;3;1;1;1;CT;Monte Perdido;2;[40,50[;F
40;15;1;7;1;3;1;1;1;CT;Monte Perdido;2;[40,50[;F
37;5;1;1;1;3;1;1;1;CT;Monte Perdido;4;[30,40[;F
13;6;1;7;1;2;1;1;1;CT;Monte Perdido;4;[10,20[;H
33;15;1;6;1;3;1;1;1;M;Monte Perdido;5;[30,40[;H
27;2;1;1;1;3;1;1;1;M;Monte Perdido;3;[20,30[;H
49;30;1;20;0;3;1;1;0;M;Monte Perdido;4;[40,50[;H
17;0;0;1;0;3;1;1;0;M;Monte Perdido;5;[10,20[;H
13;0;0;1;0;3;1;1;0;M;Monte Perdido;4;[10,20[;H
52;10;1;1;1;3;1;1;0;M;Monte Perdido;2;[50,60[;H
37;4;0;2;1;3;1;1;0;M;Monte Perdido;2;[30,40[;H
45;10;1;2;1;3;1;1;0;M;Monte Perdido;5;[40,50[;H
17;6;0;1;0;3;1;1;1;CT;Monte Perdido;3;[10,20[;H
42;30;0;13;0;3;1;1;1;CT;Monte Perdido;1;[40,50[;H
40;6;1;10;1;3;1;0;1;NLD;Monte Perdido;3;[40,50[;H
23;13;0;2;1;3;1;0;1;NLD;Monte Perdido;5;[20,30[;H
21;4;0;1;1;3;1;0;1;NLD;Monte Perdido;4;[20,30[;H
21;2;0;4;1;3;1;0;1;NLD;Monte Perdido;4;[20,30[;H
25;2;0;3;1;3;0;0;1;NLD;Monte Perdido;1;[20,30[;H
27;3;1;3;1;3;1;0;1;NLD;Monte Perdido;5;[20,30[;H
33;1;0;1;1;3;1;0;1;NLD;Monte Perdido;4;[30,40[;H
33;25;1;400;1;3;0;0;1;NLD;Monte Perdido;5;[30,40[;H
27;0;0;0;1;3;0;0;1;NLD;Monte Perdido;2;[20,30[;H
29;0;0;0;1;3;0;0;1;NLD;Monte Perdido;3;[20,30[;H
28;0;0;0;1;3;1;0;1;NLD;Monte Perdido;3;[20,30[;H
25;0;1;0;1;3;1;0;1;NLD;Monte Perdido;1;[20,30[;H
35;20;1;9;0;4;1;1;1;CT;Monte Perdido;1;[30,40[;H
41;6;0;3;0;3;1;1;1;CT;Monte Perdido;5;[40,50[;H
34;8;0;4;0;3;1;1;1;CT;Monte Perdido;1;[30,40[;H
26;12;0;4;0;3;1;1;1;CT;Monte Perdido;1;[20,30[;H
31;8;0;4;0;3;1;1;1;CT;Monte Perdido;2;[30,40[;H
25;4;0;2;0;3;1;1;1;CT;Monte Perdido;2;[20,30[;F
45;25;1;100;1;3;1;1;0;PV;Punta Las Olas;5;[40,50[;H
43;23;1;60;1;4;1;1;0;PV;Punta Las Olas;5;[40,50[;H
38;15;0;50;1;4;1;1;1;AR;La Munia;3;[30,40[;H
36;15;0;50;1;4;1;1;1;AR;La Munia;1;[30,40[;H
32;10;1;40;1;4;1;0;1;AR;La Munia;2;[30,40[;H
39;8;1;80;0;3;1;0;0;CM;Robiñera;3;[30,40[;H
21;3;1;20;1;4;1;1;1;NA;La Munia;4;[20,30[;F
25;3;1;20;1;4;1;1;1;NA;La Munia;3;[20,30[;F
26;13;1;20;1;4;1;1;1;NA;La Munia;5;[20,30[;F
28;3;1;20;1;4;1;1;1;NA;La Munia;1;[20,30[;H
22;3;1;20;1;4;1;1;1;NA;La Munia;5;[20,30[;H
28;8;1;20;1;4;1;1;1;NA;La Munia;2;[20,30[;H
33;8;1;20;1;4;1;1;1;NA;La Munia;1;[30,40[;H
46;3;1;20;1;4;1;1;1;NA;La Munia;3;[40,50[;H
33;8;1;20;1;4;1;1;1;NA;La Munia;4;[30,40[;H
22;3;1;20;1;4;1;1;1;NA;La Munia;3;[20,30[;H
23;8;1;20;1;4;1;1;1;NA;La Munia;3;[20,30[;H
28;8;1;20;1;4;1;1;1;NA;La Munia;4;[20,30[;H
29;8;1;20;1;4;1;1;1;NA;La Munia;1;[20,30[;H
30;8;1;20;1;4;1;1;1;NA;La Munia;3;[30,40[;H
15;14;1;5;0;3;1;1;0;PV;Peña Forca;1;[10,20[;H
54;45;1;4;0;3;0;1;0;PV;Peña Forca;1;[50,60[;H
42;20;0;3;0;3;0;0;0;AR;Peña Forca;2;[40,50[;H
15;5;0;0;0;3;1;0;0;AR;Peña Forca;4;[10,20[;H
38;20;0;0;0;3;0;0;0;AR;Peña Forca;5;[30,40[;F
18;7;0;0;0;3;0;0;0;AR;Peña Forca;1;[10,20[;F
30;15;0;7;0;3;1;0;0;PV;Peña Forca;4;[30,40[;H
17;10;0;2;1;3;1;0;0;PV;Peña Forca;4;[10,20[;H
51;30;0;8;1;3;1;0;0;PV;Peña Forca;4;[50,60[;H
45;30;1;25;1;3;1;0;0;CT;Peña Forca;2;[40,50[;H
26;10;1;25;0;4;1;0;1;AR;Peña Forca;4;[20,30[;H
30;8;1;15;0;4;1;0;1;AR;Peña Forca;2;[30,40[;H
42;28;0;30;0;3;1;1;0;PV;Bacías;1;[40,50[;H
13;8;0;7;0;3;1;1;0;PV;Bacías;3;[10,20[;H
49;15;0;20;0;3;0;1;0;PV;Bacías;2;[40,50[;F
13;6;0;4;0;3;0;1;0;PV;Bacías;5;[10,20[;F
36;7;1;7;1;3;1;1;1;PV;Bacías;2;[30,40[;H
38;7;0;7;1;3;1;1;1;PV;Bacías;5;[30,40[;H
41;3;1;7;1;3;1;1;1;PV;Bacías;1;[40,50[;H
33;7;0;7;1;3;1;1;1;PV;Bacías;1;[30,40[;H
26;5;0;2;0;3;1;1;0;PV;Bacías;2;[20,30[;H
43;30;1;200;1;3;1;0;0;FRA;Bacías;3;[40,50[;H
31;30;0;4;1;3;1;1;1;CT;Bisaurín;1;[30,40[;H
35;30;0;4;1;3;1;1;1;CT;Bisaurín;3;[30,40[;F
27;18;0;3;1;3;1;1;0;PV;Bisaurín;4;[20,30[;H
28;17;0;0;1;3;1;1;0;PV;Bisaurín;3;[20,30[;H
26;18;0;0;1;3;1;1;0;PV;Bisaurín;5;[20,30[;H
38;20;0;0;0;2;1;0;1;CT;Bisaurín;4;[30,40[;H
12;5;0;0;0;2;0;0;1;CT;Bisaurín;1;[10,20[;H
50;30;1;10;1;4;1;1;0;PV;Bisaurín;4;[50,60[;H
51;20;0;10;1;3;1;1;0;PV;Bisaurín;5;[50,60[;H
15;7;0;2;1;3;1;1;0;PV;Bisaurín;2;[10,20[;H
43;20;0;2;1;3;1;1;0;PV;Bisaurín;1;[40,50[;F
43;20;0;2;1;4;1;1;0;PV;Bisaurín;5;[40,50[;F
16;10;0;2;1;3;1;1;0;PV;Bisaurín;2;[10,20[;F
42;20;0;2;1;3;1;1;0;PV;Bisaurín;4;[40,50[;H
45;20;0;0;1;3;1;0;1;NA;Bisaurín;4;[40,50[;F
20;12;0;0;1;3;1;0;1;NA;Bisaurín;2;[20,30[;F
18;12;0;0;1;3;1;0;1;NA;Bisaurín;4;[10,20[;F
17;12;0;0;1;3;1;0;1;NA;Bisaurín;2;[10,20[;F
15;12;0;0;1;3;1;0;1;NA;Bisaurín;4;[10,20[;F
18;11;0;0;1;3;1;0;1;NA;Bisaurín;1;[10,20[;F
16;9;0;0;1;3;1;0;1;NA;Bisaurín;3;[10,20[;F
18;9;0;3;1;3;1;0;1;NA;Bisaurín;3;[10,20[;F
16;5;0;0;1;3;1;0;1;NA;Bisaurín;5;[10,20[;F
19;12;0;0;1;3;1;0;1;NA;Bisaurín;3;[10,20[;F
15;12;0;0;1;3;1;0;1;NA;Bisaurín;3;[10,20[;F
18;12;0;0;1;3;1;0;1;NA;Bisaurín;1;[10,20[;F
30;6;1;0;1;3;1;1;0;PV;Bisaurín;3;[30,40[;H
30;6;1;0;1;3;1;1;0;PV;Bisaurín;5;[30,40[;F
30;10;0;0;1;3;1;1;1;M;Bisaurín;1;[30,40[;H
27;10;0;0;1;3;1;1;1;M;Bisaurín;1;[20,30[;H
29;3;0;0;1;3;1;1;1;M;Bisaurín;4;[20,30[;F
33;10;0;0;1;3;1;1;1;M;Bisaurín;3;[30,40[;F
38;15;1;20;0;4;1;0;0;VC;Bisaurín;5;[30,40[;H
31;15;1;10;0;3;1;0;0;VC;Bisaurín;4;[30,40[;H
31;15;1;20;0;4;0;0;0;VC;Bisaurín;4;[30,40[;F
33;15;0;1;1;3;1;1;0;PV;Bisaurín;3;[30,40[;H
45;30;0;3;1;3;1;1;0;PV;Bisaurín;5;[40,50[;H
14;8;0;0;1;3;1;1;0;PV;Bisaurín;2;[10,20[;H
28;1;0;0;0;3;1;1;0;NA;Bisaurín;4;[20,30[;H
25;0;0;0;0;3;1;1;0;NA;Bisaurín;4;[20,30[;H
16;7;1;1;1;3;1;1;1;PV;Bisaurín;1;[10,20[;H
19;4;1;1;1;3;0;1;1;PV;Bisaurín;2;[10,20[;H
16;6;1;2;1;3;1;1;1;PV;Bisaurín;4;[10,20[;H
46;25;1;5;1;3;1;1;1;PV;Bisaurín;3;[40,50[;H
49;25;1;15;1;3;0;1;1;PV;Bisaurín;2;[40,50[;H
23;5;1;8;1;3;0;1;1;PV;Bisaurín;3;[20,30[;F
48;25;1;15;1;3;1;1;1;PV;Bisaurín;4;[40,50[;F
46;25;1;5;1;3;0;1;1;PV;Bisaurín;4;[40,50[;F
40;25;1;15;1;3;1;1;1;PV;Bisaurín;3;[40,50[;H
16;7;1;1;1;3;0;1;1;PV;Bisaurín;1;[10,20[;H
12;2;1;0;1;3;0;1;1;PV;Bisaurín;1;[10,20[;F
29;10;1;0;0;3;1;1;0;PV;Bisaurín;3;[20,30[;H
22;10;1;0;0;3;0;1;0;PV;Bisaurín;1;[20,30[;F
43;30;1;25;1;3;1;1;0;AS;Bisaurín;3;[40,50[;H
31;15;0;2;1;3;1;1;0;AS;Bisaurín;2;[30,40[;H
43;15;0;0;1;3;1;1;0;AS;Bisaurín;3;[40,50[;F
34;12;0;1;1;3;0;1;0;AS;Bisaurín;5;[30,40[;F
32;20;0;10;1;3;1;1;0;PV;Bisaurín;2;[30,40[;H
29;5;0;3;1;3;1;1;0;PV;Bisaurín;5;[20,30[;F
35;18;1;4;1;4;1;0;0;PV;Bisaurín;4;[30,40[;H
28;4;1;0;1;3;0;0;0;PV;Bisaurín;1;[20,30[;F
21;3;0;0;0;4;1;1;0;AR;Bisaurín;3;[20,30[;H
24;3;0;0;0;3;1;1;0;AR;Bisaurín;3;[20,30[;F
29;4;0;0;0;3;1;1;0;NA;Bisaurín;3;[20,30[;H
21;4;0;0;0;3;1;1;0;NA;Bisaurín;4;[20,30[;H
56;4;0;0;0;3;0;1;0;NA;Bisaurín;3;[50,60[;H
26;3;0;1;0;3;1;0;0;PV;Bisaurín;3;[20,30[;H
24;3;0;1;0;3;1;0;0;PV;Bisaurín;4;[20,30[;F
50;10;0;3;1;4;1;1;1;PV;Bisaurín;4;[50,60[;H
46;10;0;0;1;3;1;1;1;PV;Bisaurín;5;[40,50[;F
16;5;0;0;1;3;1;1;1;PV;Bisaurín;3;[10,20[;F
20;5;0;2;1;3;0;1;1;PV;Bisaurín;3;[20,30[;F
35;6;1;1;1;4;1;0;0;M;Bisaurín;2;[30,40[;H
38;6;1;0;1;3;1;0;0;M;Bisaurín;3;[30,40[;F
46;40;0;30;1;4;1;0;1;IRL;Bisaurín;1;[40,50[;H
49;30;0;7;0;3;1;1;1;PV;Bisaurín;2;[40,50[;H
5;3;0;0;0;3;0;1;1;PV;Bisaurín;4;[0,10[;H
48;20;0;0;0;3;0;1;1;PV;Bisaurín;1;[40,50[;F
29;15;0;1;1;4;1;0;1;PV;Bisaurín;3;[20,30[;H
29;4;0;1;1;4;0;0;1;PV;Bisaurín;4;[20,30[;F
62;0;1;25;0;4;1;1;1;CT;Garmo Negro;2;[60,70[;H
61;0;1;7;0;3;1;1;1;CT;Garmo Negro;2;[60,70[;H
51;0;1;25;0;3;1;1;1;CT;Garmo Negro;3;[50,60[;H
50;0;1;10;0;3;1;1;1;CT;Garmo Negro;2;[50,60[;H
54;0;1;15;0;3;1;1;1;CT;Garmo Negro;2;[50,60[;H
50;0;1;15;0;3;1;1;1;CT;Garmo Negro;5;[50,60[;H
50;0;1;15;0;3;1;1;1;CT;Garmo Negro;4;[50,60[;F
46;0;1;10;0;3;1;1;1;CT;Garmo Negro;4;[40,50[;F
50;0;1;15;0;3;1;1;1;CT;Garmo Negro;1;[50,60[;F
23;3;0;1;0;2;1;0;0;PV;Garmo Negro;4;[20,30[;H
20;3;0;2;0;3;1;0;0;PV;Garmo Negro;3;[20,30[;H
21;3;0;2;0;3;1;0;0;PV;Garmo Negro;5;[20,30[;F
20;20;0;10;0;3;1;1;1;AR;Garmo Negro;2;[20,30[;H
24;20;0;10;0;3;0;1;1;AR;Garmo Negro;1;[20,30[;H
22;14;0;2;0;3;0;1;1;AR;Garmo Negro;5;[20,30[;F
30;5;1;70;1;3;0;0;0;CT;Garmo Negro;3;[30,40[;H
39;15;1;100;1;3;1;0;0;CT;Garmo Negro;1;[30,40[;H
36;15;1;100;1;3;1;0;0;CT;Garmo Negro;2;[30,40[;H
10;6;1;8;1;3;0;0;0;CT;Garmo Negro;4;[10,20[;F
8;3;0;8;1;3;0;0;0;CT;Garmo Negro;4;[0,10[;H
45;15;1;40;1;4;0;0;0;CT;Garmo Negro;5;[40,50[;H
4;0;0;1;1;3;0;0;0;CT;Garmo Negro;3;[0,10[;H
31;11;0;20;0;3;1;0;0;AR;Garmo Negro;3;[30,40[;H
30;28;0;100;0;3;1;0;0;DEU;Garmo Negro;1;[30,40[;H
49;30;0;130;1;3;1;0;1;CT;Garmo Negro;1;[40,50[;H
51;30;0;200;1;4;1;0;1;CT;Garmo Negro;4;[50,60[;H
46;33;1;5;1;3;1;0;1;VC;Garmo Negro;2;[40,50[;H
48;4;1;2;1;3;1;0;1;VC;Garmo Negro;1;[40,50[;H
41;5;1;1;1;3;1;0;1;VC;Garmo Negro;2;[40,50[;H
28;16;0;1;0;3;0;1;0;AR;Garmo Negro;2;[20,30[;F
